date,timestamp,metal,exchange,currency,price,prev_close_price,ch,chp
2020-02-15,1581762600000,XAG,LBMA,USD,17.71,17.71,0.0,0.0
2020-02-16,1581849000000,XAG,LBMA,USD,17.71,17.71,0.0,0.0
2020-02-17,1581935400000,XAG,LBMA,USD,17.8,17.71,0.09,0.5056
2020-02-18,1582021800000,XAG,LBMA,USD,17.89,17.8,0.09,0.5031
2020-02-19,1582108200000,XAG,LBMA,USD,18.35,17.89,0.46,2.5068
2020-02-20,1582194600000,XAG,LBMA,USD,18.39,18.35,0.04,0.2175
2020-02-21,1582281000000,XAG,LBMA,USD,18.56,18.39,0.17,0.9159
2020-02-22,1582367400000,XAG,LBMA,USD,18.56,18.56,0.0,0.0
2020-02-23,1582453800000,XAG,LBMA,USD,18.56,18.56,0.0,0.0
2020-02-24,1582540200000,XAG,LBMA,USD,18.78,18.56,0.22,1.1715
2020-02-25,1582626600000,XAG,LBMA,USD,18.33,18.78,-0.45,-2.455
2020-02-26,1582713000000,XAG,LBMA,USD,18.08,18.33,-0.25,-1.3827
2020-02-27,1582799400000,XAG,LBMA,USD,18.05,18.08,-0.03,-0.1662
2020-02-28,1582885800000,XAG,LBMA,USD,17.19,18.05,-0.86,-5.0029
2020-02-29,1582972200000,XAG,LBMA,USD,17.19,17.19,0.0,0.0
2020-03-01,1583058600000,XAG,LBMA,USD,17.19,17.19,0.0,0.0
2020-03-02,1583145000000,XAG,LBMA,USD,16.92,17.19,-0.27,-1.5957
2020-03-03,1583231400000,XAG,LBMA,USD,16.81,16.92,-0.11,-0.6544
2020-03-04,1583317800000,XAG,LBMA,USD,17.25,16.81,0.44,2.5507
2020-03-05,1583404200000,XAG,LBMA,USD,17.2,17.25,-0.05,-0.2907
2020-03-06,1583490600000,XAG,LBMA,USD,17.48,17.2,0.28,1.6018
2020-03-07,1583577000000,XAG,LBMA,USD,17.48,17.48,0.0,0.0
2020-03-08,1583663400000,XAG,LBMA,USD,17.48,17.48,0.0,0.0
2020-03-09,1583749800000,XAG,LBMA,USD,16.89,17.48,-0.59,-3.4932
2020-03-10,1583836200000,XAG,LBMA,USD,17.07,16.89,0.18,1.0545
2020-03-11,1583922600000,XAG,LBMA,USD,17.02,17.07,-0.05,-0.2938
2020-03-12,1584009000000,XAG,LBMA,USD,16.53,17.02,-0.49,-2.9643
2020-03-13,1584095400000,XAG,LBMA,USD,15.77,16.53,-0.76,-4.8193
2020-03-14,1584181800000,XAG,LBMA,USD,15.77,15.77,0.0,0.0
2020-03-15,1584268200000,XAG,LBMA,USD,15.77,15.77,0.0,0.0
2020-03-16,1584354600000,XAG,LBMA,USD,12.97,15.77,-2.8,-21.5883
2020-03-17,1584441000000,XAG,LBMA,USD,12.44,12.97,-0.53,-4.2605
2020-03-18,1584527400000,XAG,LBMA,USD,12.42,12.44,-0.02,-0.161
2020-03-19,1584613800000,XAG,LBMA,USD,12.01,12.42,-0.41,-3.4138
2020-03-20,1584700200000,XAG,LBMA,USD,12.63,12.01,0.62,4.9089
